source,target,weight
Ceci,Très,2
Ceci,Bon,8
Ceci,Technique,3
Ceci,Problème,10
Ceci,Solution,2
Ceci,Équipe,2
Ceci,Conseiller,10
Ceci,Fibre,3
Ceci,Service,4
Ceci,Réseau,2
Ceci,Avec,1
Ceci,Linky,1
Ceci,Les,1
Ceci,Le,10
Ceci,Installation,1
Ceci,Merci,3
Ceci,Bravo,1
Ceci,Comme,1
Ceci,Marie,1
Ceci,Cordialement,1
Ceci,Bonjour,3
Ceci,Satisfait,1
Ceci,Sans,1
Ceci,Appel,5
Ceci,Correct,2
Ceci,Ma,1
Ceci,Je,6
Ceci,Ah,1
Ceci,Des,1
Ceci,Pour,1
Ceci,Un,1
Ceci,Free,4
Ceci,Bref,1
Ceci,Bientôt,1
Ceci,Maintenant,1
Ceci,Depuis,1
Ceci,Technicien,4
Ceci,Ensemble,1
Ceci,Et,1
Ceci,Difficile,1
Ceci,Certes,1
Ceci,Cette,1
Ceci,Julien,1
Ceci,Salutations,2
Ceci,Déçu,3
Ceci,Freebox,2
Ceci,Commercial,2
Ceci,Pop,1
Ceci,Téléphone,3
Ceci,Lors,1
Ceci,Rapide,1
Ceci,Nous,2
Ceci,Il,2
Ceci,Néanmoins,1
Ceci,Internet,1
Ceci,Vous,1
Ceci,Client,3
Ceci,Après,1
Ceci,Romain,1
Ceci,De,1
Ceci,Forfait,1
Ceci,Afin,1
Ceci,Suite,1
Ceci,Jean,1
Ceci,Bjr,1
Ceci,En,1
Ceci,Luc,1
Ceci,Moreau,1
Ceci,Mixe,1
Ceci,Lit,1
Ceci,Mais,1
Ceci,Bonne,1
Ceci,Lent,2
Ceci,Center,1
Ceci,Mes,1
Ceci,Cesson,1
Ceci,Carrefour,1
Ceci,Sévigné,1
Ceci,Facture,1
Ceci,La,1
Ceci,Ne,1
Rio,Saisi,1
Rio,Minuscule,1
Rio,Bon,1
Rio,Bonjour,1
Rio,Service,1
Rio,Cette,1
Rio,Discordance,1
Saisi,Minuscule,1
Il,Contrat,33
Il,Technique,30
Il,Service,178
Il,Déçu,28
Il,Forfait,69
Il,Mais,34
Il,Débit,11
Il,Freebox,46
Il,Manque,2
Il,Pop,7
Il,Conseiller,331
Il,Bon,240
Il,Cela,38
Il,La,90
Il,Pouvez,4
Il,Appel,198
Il,Leroy,10
Il,Free,283
Il,Technicien,180
Il,Pierre,12
Il,Téléphone,180
Il,Réseau,58
Il,Je,278
Il,Et,45
Il,Après,12
Il,Reef,5
Il,Panne,63
Il,Problème,301
Il,Plus,5
Il,Le,196
Il,En,51
Il,Merci,147
Il,Finalement,6
Il,Enfin,6
Il,Lorsque,4
Il,Internet,102
Il,Bonjour,63
Il,Pas,16
Il,Commercial,50
Il,Double,1
Il,Rien,9
Il,Client,165
Il,Marc,11
Il,Fibre,72
Il,Ce,52
Il,Déplorable,1
Il,Ça,16
Il,Les,44
Il,Dommage,13
Il,Centrale,2
Il,Équipe,31
Il,Aucun,5
Il,Cordialement,47
Il,Solution,96
Il,Toutefois,3
Il,Proxi,10
Il,De,22
Il,Celui,4
Il,Vous,39
Il,Cependant,7
Il,Satisfait,54
Il,Pour,28
Il,Sans,7
Il,Tout,14
Il,Si,25
Il,Prix,16
Il,Léa,12
Il,Installation,30
Il,Facture,45
Il,Quand,8
Il,Peu,1
Il,Rapide,58
Il,Orange,10
Il,Support,8
Il,Au,21
Il,Délai,5
Il,Voilà,4
Il,Qu,3
Il,Disney,2
Il,Leur,2
Il,Moi,6
Il,Marie,23
Il,Somfy,1
Il,Paris,7
Il,Voltaire,14
Il,Lefèvre,4
Il,Boulevard,14
Il,Mamie,1
Il,Correct,20
Il,Avec,8
Il,Autre,1
Il,Reste,2
Il,Julien,37
Il,Moulineaux,1
Il,Comme,9
Il,Issy,1
Il,Sfr,1
Il,Box,18
Il,Votre,18
Il,Aucune,10
Il,On,32
Il,Avenue,11
Il,Champs,11
Il,Nous,28
Il,Entièrement,1
Il,Un,39
Il,Ils,5
Il,Une,21
Il,Maintenant,5
Il,Qee,1
Il,Dubois,21
Il,Monsieur,13
Il,Jean,14
Il,Sauf,1
Il,Contact,1
Il,Toujours,7
Il,Ultra,4
Il,Lent,30
Il,Qualité,27
Il,Comptant,2
Il,Mauvais,26
Il,Lemaire,1
Il,Élodie,7
Il,Pourquoi,9
Il,Apparemment,2
Il,Delta,4
Il,Server,1
Il,Efficace,1
Il,Lors,6
Il,Très,35
Il,Sophie,11
Il,Mme,6
Il,Martin,14
Il,Alors,11
Il,Parfait,3
Il,Juliette,1
Il,Boris,1
Il,Donc,16
Il,Passer,1
Il,Cette,5
Il,Par,25
Il,Pro,3
Il,Cerise,1
Il,Échange,3
Il,Wi,4
Il,Fi,4
Il,Mon,31
Il,Lorsqu,3
Il,Bouygues,10
Il,Proxy,1
Il,Ma,9
Il,Image,1
Il,Madame,5
Il,Netflix,6
Il,Pourtant,6
Il,Entre,4
Il,Dans,12
Il,Abonnée,1
Il,Depuis,13
Il,Quant,4
Il,Bravo,21
Il,Paix,16
Il,Tous,2
Il,Rue,16
Il,Bien,10
Il,Personnel,1
Il,Chronopost,2
Il,Elle,8
Il,Celle,1
Il,Bref,12
Il,Débrancher,1
Il,Imagine,1
Il,Réponse,5
Il,Vos,1
Il,Écran,1
Il,Laurent,6
Il,Être,1
Il,Moreau,5
Il,Excellent,11
Il,Suite,4
Il,Canal,2
Il,Mobile,13
Il,Family,1
Il,Mail,1
Il,Ou,2
Il,Résultat,3
Il,Que,6
Il,Différents,1
Il,Acheter,1
Il,Hier,1
Il,Quatre,1
Il,Horrible,1
Il,Jordan,1
Il,Opérateur,1
Il,Mécontent,16
Il,Content,26
Il,Note,1
Il,Théo,3
Il,Bordeaux,1
Il,Clément,2
Il,Deux,2
Il,Publicité,2
Il,Concernant,6
Il,Sur,2
Il,Deuxième,1
Il,Troisième,1
Il,Agent,8
Il,Société,1
Il,Rassurez,1
Il,Refus,1
Il,Ok,2
Il,Souscription,2
Il,Sachez,2
Il,Là,2
Il,Flex,4
Il,Totalement,1
Il,Opératrice,1
Il,Perturbations,1
Il,Changement,1
Il,Personne,3
Il,Demande,1
Il,Révolution,4
Il,Light,1
Il,Salutations,3
Il,Heureusement,11
Il,Or,6
Il,Mes,4
Il,Résiliation,1
Il,Actuellement,3
Il,Eddy,1
Il,Khabib,1
Il,Info,1
Il,Thomas,11
Il,Lefebvre,6
Il,Plein,1
Il,Consultez,1
Il,Comment,7
Il,Ca,2
Il,Traiter,1
Il,Contrairement,1
Il,Même,3
Il,Bonne,9
Il,Erreur,2
Il,Ensemble,1
Il,Voir,1
Il,Satisfaite,2
Il,Période,1
Il,Sport,1
Il,Bein,1
Il,Proximité,2
Il,Aujourd,3
Il,Remboursement,1
Il,Sécurité,2
Il,Essentiel,1
Il,Reponse,1
Il,Interlocuteur,4
Il,Informations,1
Il,Voyons,1
Il,Faites,1
Il,Ensuite,5
Il,Ormesson,1
Il,Centre,1
Il,Pincevent,1
Il,Maxime,1
Il,Tant,1
Il,France,8
Il,Reda,1
Il,Brice,1
Il,Impossible,9
Il,Beaucoup,4
Il,Inquiétants,1
Il,Flickr,1
Il,Conseillère,2
Il,Assistance,3
Il,Visiblement,1
Il,Regardez,1
Il,Jusque,1
Il,Pendant,2
Il,Surprenant,1
Il,Autant,2
Il,Régis,1
Il,Familly,1
Il,Lucas,4
Il,Bernard,1
Il,Vendredi,1
Il,Ne,2
Il,Communications,1
Il,Malgré,6
Il,Rappel,1
Il,Top,3
Il,Assistante,1
Il,Sa,2
Il,Vraiment,4
Il,Voix,1
Il,Timothée,1
Il,Échanges,1
Il,Ni,1
Il,Ps,1
Il,Faut,1
Il,Frissons,1
Il,Extrêmes,1
Il,Désolé,2
Il,Live,1
Il,Gros,1
Il,Décevant,1
Il,Gaël,1
Il,Gabriel,1
Il,Marseille,2
Il,Délais,1
Il,Bizarrement,1
Il,Sinon,5
Il,Interruption,1
Il,Médiateur,1
Il,Luc,3
Il,Seul,1
Il,Des,5
Il,Reprise,1
Il,Joeffrey,1
Il,Éric,1
Il,Marcel,1
Il,Finition,1
Il,Cyprien,1
Il,Saint,3
Il,Laurine,1
Il,Christian,1
Il,Madeira,1
Il,Plug,1
Il,Seule,1
Il,Non,1
Il,Belgique,1
Il,Alice,2
Il,Kbis,1
Il,Mille,1
Il,Fred,1
Il,Chaque,2
Il,Relisez,1
Il,Indépendamment,1
Il,Respectueusement,1
Il,Sera,1
Il,Vincent,1
Il,Bientôt,1
Il,Prévenez,1
Il,Outre,1
Il,Savoie,1
Il,Haute,1
Il,Toute,2
Il,Grand,2
Il,Journée,1
Il,Difficile,2
Il,Kylian,1
Il,Encore,5
Il,Néanmoins,2
Il,Google,2
Il,Chacun,1
Il,Android,2
Il,Tiscali,1
Il,Me,2
Il,Access,1
Il,Bbox,1
Il,Seconde,1
Il,Donnez,2
Il,Lynki,1
Il,Enedis,1
Il,Bonsoir,4
Il,Avant,2
Il,Port,1
Il,Marianne,1
Il,Peut,4
Il,Commercialement,1
Il,Repassez,1
Il,Prise,1
Il,Rennes,2
Il,Certains,1
Il,Intenable,1
Il,Hors,2
Il,Oph,1
Il,Explications,1
Il,Vue,1
Il,Malheureusement,4
Il,Quelle,2
Il,Premium,1
Il,Complique,1
Il,Coupure,1
Il,Devons,1
Il,Son,3
Il,Personnellement,1
Il,Du,4
Il,Rendez,1
Il,Notification,1
Il,Quel,2
Il,Svp,1
Il,Remercier,1
Il,Trois,1
Il,Milesker,1
Il,Notre,2
Il,Thimory,1
Il,Malakoff,1
Il,Vision,1
Il,Dolby,1
Il,Philips,1
Il,Renard,1
Il,Etape,1
Il,Zimbra,1
Il,Strasbourg,1
Il,Massy,1
Il,Oui,1
Il,Grenoble,1
Il,Procédure,1
Il,Code,1
Il,Claudine,1
Il,Challans,1
Il,Go,5
Il,Obligé,1
Il,Grâce,5
Il,Romain,1
Il,Autrement,1
Il,Corse,2
Il,Compétence,1
Il,Intervention,1
Il,Habitant,2
Il,Colissimo,1
Il,Internacional,1
Il,Mesdames,1
Il,Messieurs,1
Il,Provoquant,1
Il,Jeedom,1
Il,Schleiss,1
Il,Scleiss,1
Il,Nulle,2
Il,Civile,1
Il,Malik,1
Il,Pharos,1
Il,Essayez,1
Il,Herblain,1
Il,Nantes,1
Il,Atlantis,1
Il,Leclerc,1
Il,Traitement,2
Il,Suisse,2
Il,Mo,2
Il,Quelllll,1
Il,Assez,1
Il,Bloctel,1
Il,Joindre,1
Il,Juste,3
Il,Poli,1
Il,Glacerie,1
Il,Aussi,2
Il,Italie,2
Il,Albanie,1
Il,Europe,2
Il,Veuillez,1
Il,Evolution,1
Il,Décider,1
Il,Oussem,1
Il,Affaire,1
Il,Unis,1
Il,États,1
Il,Seulement,1
Il,Légalement,1
Il,Ukraine,1
Il,Marignane,1
Il,Puis,3
Il,Caraïbes,3
Il,Guadeloupe,1
Il,Brie,1
Il,Tournan,1
Il,Edge,1
Il,Cet,2
Il,Ier,1
Il,Ayant,1
Il,Série,2
Il,Carte,1
Il,Banque,1
Il,Postale,1
Il,Ces,2
Il,Facebook,1
Il,Bellecour,1
Il,Part,1
Il,Manière,1
Il,Dieu,1
Il,Outlook,1
Il,Galère,1
Il,Arrivée,1
Il,Suis,1
Il,Trans,1
Il,Lyon,1
Il,Ainsi,1
Il,Sim,2
Il,Qui,2
Il,Pleurer,1
Il,Franchement,1
Il,Attentive,1
Il,Lire,1
Il,Risible,1
Il,Honteux,2
Il,Jusqu,2
Il,Petite,1
Il,Alex,1
Il,Punchline,1
Il,Aubagne,1
Il,Samsung,2
Il,Interlocutrice,1
Il,Déplaisant,1
Il,Impeccable,2
Il,Telecom,1
Il,Amazon,2
Il,Étant,2
Il,Alsace,1
Il,Lorraine,1
Il,Nouvelle,1
Il,Voyage,1
Il,Nonobstant,1
Il,Galaxy,1
Il,Hermes,1
Il,Espagne,1
Il,Clement,1
Il,Mexique,1
Il,Options,1
Il,Valenciennes,1
Il,Arrêter,1
Il,Décret,1
Il,Siras,1
Il,Data,2
Il,Vincennes,1
Il,Montelimar,1
Il,Exiger,1
Il,Max,1
Il,Airalo,1
Il,Versailles,1
Il,Louise,1
Il,Securitas,1
Il,Tchat,1
Il,Assistant,1
Il,Serait,1
Il,Cherchez,1
Il,Bryan,1
Il,Ceux,1
Il,Car,2
Il,Est,1
Il,Corentin,1
Il,Hollande,1
Il,Retour,1
Il,Émilie,1
Il,Resté,1
Il,Excellente,1
Il,Recherche,1
Il,Oct,1
Il,Brusquement,1
Il,Rapatriant,1
Il,Première,1
Il,Honor,1
Il,Bruges,1
Il,Iphone,1
Il,Béthune,1
Il,Cannes,1
Il,Mercii,1
Il,Styve,1
Il,Sûrement,1
Il,Ses,1
Il,Trop,2
Il,Attention,1
Il,Dois,2
Il,Angleterre,1
Il,Enfant,1
Il,Sujet,1
Il,Voire,1
Il,Commande,1
Il,Conclusion,1
Il,Normandes,1
Il,Surtout,1
Il,César,1
Il,Art,1
Il,Vitesse,1
Il,Plusieurs,1
Il,Singapour,1
Il,Cdt,1
Il,Thibault,2
Il,Passage,1
Il,Hélas,1
Il,Renseignements,1
Il,Bondy,1
Il,Professionnel,1
Il,Cie,1
Il,Euros,1
Il,Magasin,1
Il,Nexfix,1
Il,Rogers,1
Il,Canada,1
Il,Relances,1
Il,Chercher,1
Il,Recouvrement,1
Il,Impossibilité,1
Il,Offre,1
Il,Roumanie,1
Il,Mal,1
Il,Choukri,1
Il,Algérie,1
Il,Nul,1
Il,Mauvaise,1
Il,Camille,1
Il,Identifiant,1
Il,Pb,1
Il,Brésil,1
Il,Guyane,1
Il,Réunion,1
Il,Ste,1
Il,Clotilde,1
Il,Wifi,1
Il,Havre,1
Il,Chênes,1
Il,Remplacez,1
Il,Tu,2
Il,Triste,1
Il,Pareil,1
Il,Incroyable,1
Il,Mohamed,1
Il,Gers,1
Il,Grande,1
Contrat,Bon,103
Contrat,Conseiller,62
Contrat,Netflix,3
Contrat,Le,26
Contrat,Free,92
Contrat,Julien,7
Contrat,Satisfait,19
Contrat,Anomalie,1
Contrat,Internet,28
Contrat,Léa,6
Contrat,Plusieurs,2
Contrat,Technicien,16
Contrat,Je,124
Contrat,Débit,5
Contrat,Problème,39
Contrat,Peu,1
Contrat,Résultats,1
Contrat,Pop,3
Contrat,Quand,4
Contrat,Commercial,31
Contrat,Aujourd,4
Contrat,Juste,1
Contrat,Dazn,1
Contrat,Client,52
Contrat,Téléphone,55
Contrat,On,16
Contrat,Technique,9
Contrat,Dommage,7
Contrat,Merci,39
Contrat,Bonjour,42
Contrat,Dubois,13
Contrat,Marie,9
Contrat,Facture,26
Contrat,Service,72
Contrat,Et,19
Contrat,Comme,1
Contrat,Freebox,26
Contrat,Martin,6
Contrat,La,22
Contrat,Depuis,3
Contrat,Réponses,1
Contrat,Support,3
Contrat,Attentisme,1
Contrat,Une,14
Contrat,Refus,1
Contrat,Aucune,9
Contrat,Très,9
Contrat,Délai,2
Contrat,Ca,1
Contrat,Appel,53
Contrat,Franchement,1
Contrat,En,15
Contrat,Pourquoi,2
Contrat,Bien,7
Contrat,Pas,11
Contrat,Leroy,5
Contrat,Cher,1
Contrat,Cordialement,18
Contrat,Tros,1
Contrat,Mme,6
Contrat,Bonsoir,1
Contrat,Incompétence,1
Contrat,Déçu,22
Contrat,Les,8
Contrat,Quant,2
Contrat,Solution,25
Contrat,Rapide,8
Contrat,Nous,14
Contrat,Heureusement,3
Contrat,Pour,15
Contrat,De,11
Contrat,Bouygues,5
Contrat,Votre,12
Contrat,Même,4
Contrat,Voilà,2
Contrat,Si,8
Contrat,Orange,10
Contrat,Fibre,12
Contrat,Techniciens,1
Contrat,Avec,1
Contrat,Laurent,1
Contrat,Champs,2
Contrat,Avenue,2
Contrat,Paris,5
Contrat,Être,3
Contrat,Moreau,6
Contrat,Madame,5
Contrat,Considérant,1
Contrat,Malgré,4
Contrat,Sophie,7
Contrat,Installation,8
Contrat,Montpellier,1
Contrat,Belgique,1
Contrat,Mais,12
Contrat,Pitoyable,1
Contrat,Vous,26
Contrat,Ce,13
Contrat,Cela,11
Contrat,Ça,5
Contrat,Paix,4
Contrat,Rue,4
Contrat,Aussi,3
Contrat,Par,8
Contrat,Faites,1
Contrat,Heureux,1
Contrat,Comment,2
Contrat,Bizarrement,1
Contrat,Leur,1
Contrat,Panne,7
Contrat,Personne,3
Contrat,Conseillère,2
Contrat,Ozone,1
Contrat,Donc,6
Contrat,Puisque,1
Contrat,Chaque,1
Contrat,Surtout,2
Contrat,Rien,2
Contrat,Hier,2
Contrat,Voltaire,3
Contrat,Boulevard,3
Contrat,Inadmissible,1
Contrat,Mon,12
Contrat,Sinon,3
Contrat,Jusque,1
Contrat,Services,2
Contrat,Abonnés,2
Contrat,Au,3
Contrat,Prix,10
Contrat,Message,1
Contrat,Lent,6
Contrat,Consultez,1
Contrat,Sachez,1
Contrat,Mobile,3
Contrat,Qu,2
Contrat,Vais,1
Contrat,Premium,1
Contrat,Maintenant,2
Contrat,Or,1
Contrat,Traiter,1
Contrat,Certains,1
Contrat,Elle,6
Contrat,Meudon,1
Contrat,Marc,1
Contrat,Allemagne,1
Contrat,Cette,4
Contrat,Respecter,1
Contrat,Box,5
Contrat,Louise,1
Contrat,Ont,1
Contrat,Pendant,1
Contrat,Moi,1
Contrat,Mes,2
Contrat,Passage,1
Contrat,Néanmoins,1
Contrat,Réseau,8
Contrat,Lors,5
Contrat,Encore,2
Contrat,Wi,2
Contrat,Des,2
Contrat,Fi,2
Contrat,Dans,5
Contrat,Ah,1
Contrat,Peut,2
Contrat,Parc,1
Contrat,Après,10
Contrat,Alors,3
Contrat,Jean,2
Contrat,Mr,1
Contrat,Élodie,5
Contrat,Normalement,1
Contrat,Vu,3
Contrat,Player,1
Contrat,Vos,3
Contrat,Réponse,2
Contrat,Pouvez,1
Contrat,Gros,1
Contrat,Correct,3
Contrat,Un,6
Contrat,Cliente,1
Contrat,Belle,1
Contrat,Ma,2
Contrat,Cet,2
Contrat,Lettre,1
Contrat,Son,2
Contrat,Mépris,1
Contrat,Bref,3
Contrat,Roannais,1
Contrat,Loire,1
Contrat,Enedis,1
Contrat,État,1
Contrat,Avant,2
Contrat,Linky,1
Contrat,Annecy,1
Contrat,Rupture,1
Contrat,Inutile,1
Contrat,Qui,2
Contrat,Toutefois,1
Contrat,Monsieur,2
Contrat,Content,15
Contrat,Chronopost,1
Contrat,Mécontente,1
Contrat,Mécontent,9
Contrat,Veuillez,4
Contrat,Date,1
Contrat,Accueil,1
Contrat,Rhône,1
Contrat,Code,2
Contrat,Malheureusement,2
Contrat,Excellent,1
Contrat,Ou,1
Contrat,Cependant,2
Contrat,Attendez,1
Contrat,Salutations,2
Contrat,Est,1
Contrat,Mauvais,6
Contrat,Rosny,1
Contrat,Val,1
Contrat,Cristal,1
Contrat,Aucun,4
Contrat,Sur,3
Contrat,Explosion,1
Contrat,Difficultés,1
Contrat,Deux,1
Contrat,Enfin,2
Contrat,Lisez,1
Contrat,Ensuite,4
Contrat,Impossible,4
Contrat,Xème,1
Contrat,Roubaix,1
Contrat,Luc,1
Contrat,Attends,1
Contrat,Flex,6
Contrat,Suite,5
Contrat,Beaucoup,1
Contrat,Promesse,1
Contrat,Nouveau,1
Contrat,Lefebvre,2
Contrat,Internacional,1
Contrat,Mesdames,1
Contrat,Messieurs,1
Contrat,Thomas,3
Contrat,Pierre,4
Contrat,Forfait,20
Contrat,Équipe,3
Contrat,France,4
Contrat,Travail,1
Contrat,Canal,1
Contrat,Quimper,1
Contrat,Super,1
Contrat,Vouloir,1
Contrat,Changer,1
Contrat,Incr,1
Contrat,Tout,4
Contrat,Courbet,1
Contrat,Insécurité,1
Contrat,Family,1
Contrat,Quelle,1
Contrat,Non,1
Contrat,Maroc,1
Contrat,Europe,1
Contrat,Evolution,1
Contrat,Étant,3
Contrat,Pacsé,1
Contrat,Gambie,1
Contrat,Décider,1
Contrat,Malhonnête,1
Contrat,Ukraine,1
Contrat,Effectivement,1
Contrat,Deuxième,1
Contrat,Premier,1
Contrat,Lemaire,1
Contrat,Donnez,1
Contrat,Ayant,2
Contrat,Série,1
Contrat,Carte,1
Contrat,Toutes,1
Contrat,Comprendre,1
Contrat,Rentrer,1
Contrat,Attitude,1
Contrat,Émilie,1
Contrat,Go,2
Contrat,Qualité,2
Contrat,Agent,1
Contrat,Montils,1
Contrat,Lire,1
Contrat,Justice,1
Contrat,Mairie,1
Contrat,Conciliateur,1
Contrat,Télécom,1
Contrat,Ciel,1
Contrat,Lemoine,1
Contrat,Chez,1
Contrat,Faut,1
Contrat,Nouvelle,1
Contrat,Multi,1
Contrat,Pack,1
Contrat,Booster,1
Contrat,Camille,2
Contrat,Pro,1
Contrat,Durant,1
Contrat,Mécontentement,1
Contrat,Dès,1
Contrat,Différents,1
Contrat,Valenciennes,1
Contrat,Décret,1
Contrat,Pa,1
Contrat,Tellement,1
Contrat,Pourtant,1
Contrat,Roi,1
Contrat,Villeneuve,1
Contrat,Euros,1
Contrat,Résultat,1
Contrat,Titulaire,1
Contrat,Proxis,1
Contrat,Ormesson,1
Contrat,Proxi,1
Contrat,Marne,1
Contrat,Recommandé,1
Contrat,Résilier,1
Contrat,Envoyez,1
Contrat,Changement,1
Contrat,Mal,1
Contrat,Car,2
Contrat,Première,1
Contrat,Mélanie,1
Contrat,Lundi,1
Contrat,Tous,1
Contrat,Port,1
Contrat,Marseille,1
Contrat,Vieux,1
Contrat,Démarches,1
Contrat,Échange,1
Contrat,Conformément,1
Contrat,Civil,1
Contrat,Clara,2
Contrat,Révolution,1
Contrat,Quoiqu,1
Contrat,Prixtel,1
Contrat,Serait,1
Contrat,Information,1
Contrat,Provence,1
Contrat,Trans,1
Contrat,Face,1
Contrat,Saint,1
Contrat,Désolé,1
Contrat,Angleterre,1
Contrat,Chose,1
Contrat,Bravo,1
Contrat,Finalité,1
Contrat,Abominable,1
Contrat,Manque,1
Contrat,Plus,1
Contrat,Honteux,1
Contrat,Identifiant,1
Contrat,Clairement,1
Contrat,Ingérable,1
Contrat,Parce,1
Contrat,Sans,2
Contrat,Ainsi,1
Contrat,Mine,1
Contrat,Sim,1
Contrat,Octobre,1
Contrat,Vraiment,1
Contrat,Compliqué,1
Technique,Service,147
Technique,Déçu,15
Technique,Forfait,14
Technique,Mais,15
Technique,Bon,101
Technique,Compte,1
Technique,Bonjour,39
Technique,Commercial,26
Technique,Rapide,32
Technique,Merci,42
Technique,Free,93
Technique,Depuis,5
Technique,Ma,9
Technique,Mécontent,7
Technique,Conseiller,72
Technique,Problème,163
Technique,Content,13
Technique,La,29
Technique,Fibre,23
Technique,Panne,21
Technique,Une,12
Technique,Solution,55
Technique,Client,69
Technique,Apparemment,1
Technique,Jusqu,2
Technique,Durant,1
Technique,Technicien,51
Technique,Débit,8
Technique,Qualité,15
Technique,Je,91
Technique,Cependant,4
Technique,Le,58
Technique,Au,8
Technique,Installation,10
Technique,Cette,5
Technique,Wi,3
Technique,Fi,3
Technique,Suite,2
Technique,Les,16
Technique,Très,13
Technique,Proxy,3
Technique,Infra,1
Technique,Support,11
Technique,Indique,1
Technique,Aucune,8
Technique,Équipe,31
Technique,Aucun,7
Technique,Cordialement,22
Technique,Toutefois,6
Technique,Nous,9
Technique,Tout,8
Technique,Un,17
Technique,Non,4
Technique,En,20
Technique,Téléphone,54
Technique,Réseau,26
Technique,Avec,2
Technique,Linky,2
Technique,Appel,74
Technique,Internet,30
Technique,Recommandé,1
Technique,Dubois,10
Technique,Marie,6
Technique,Box,5
Technique,Là,2
Technique,Mobiles,1
Technique,Bien,6
Technique,Donc,3
Technique,Satisfait,22
Technique,Mail,1
Technique,Jean,5
Technique,Laurent,1
Technique,Mr,2
Technique,Dommage,5
Technique,Sfr,1
Technique,Votre,11
Technique,Ils,5
Technique,Proxi,7
Technique,Monsieur,3
Technique,Vous,10
Technique,Cela,13
Technique,Travail,1
Technique,Voltaire,3
Technique,Intervention,1
Technique,Boulevard,3
Technique,Tests,1
Technique,Bref,5
Technique,Et,13
Technique,Rien,2
Technique,Alors,1
Technique,Julien,12
Technique,Orange,5
Technique,Quand,7
Technique,Mme,5
Technique,Remerciements,2
Technique,Sinon,3
Technique,Des,4
Technique,Émilie,1
Technique,Pierre,3
Technique,Par,15
Technique,Nîmes,1
Technique,Pleine,1
Technique,Si,12
Technique,Correct,12
Technique,Facture,9
Technique,Encore,6
Technique,Ce,11
Technique,On,5
Technique,Sans,5
Technique,Prochainement,1
Technique,Même,2
Technique,Nicolas,1
Technique,Passage,2
Technique,De,6
Technique,Ethernet,1
Technique,Conseillers,1
Technique,Zimbra,1
Technique,Lorsqu,2
Technique,Cdlt,1
Technique,Bonne,4
Technique,Vos,5
Technique,Impeccable,1
Technique,Périgueux,2
Technique,Changement,1
Technique,Pas,5
Technique,Assistance,5
Technique,Thomas,3
Technique,Ligne,1
Technique,Agent,5
Technique,Juste,2
Technique,Lent,11
Technique,Pour,10
Technique,Jordan,1
Technique,Aussi,2
Technique,Refus,2
Technique,Du,1
Technique,Heureux,2
Technique,Presque,1
Technique,Alloune,1
Technique,Paix,7
Technique,Rue,7
Technique,Maligne,1
Technique,Cent,1
Technique,Zakki,1
Technique,Watt,1
Technique,Hello,1
Technique,Mon,8
Technique,Paris,3
Technique,Peut,2
Technique,Déconnexion,1
Technique,Malgré,4
Technique,Pouvez,4
Technique,Freebox,8
Technique,Bouygues,2
Technique,Chez,2
Technique,Voilà,2
Technique,Après,8
Technique,Conseillé,3
Technique,Rendez,1
Technique,Nos,1
Technique,Sachant,2
Technique,Léa,6
Technique,Comment,1
Technique,Reste,2
Technique,Excellent,5
Technique,Demande,1
Technique,Ensuite,2
Technique,Marc,3
Technique,Dans,4
Technique,Services,2
Technique,Abonnés,1
Technique,Notre,1
Technique,Frustration,1
Technique,Avoir,1
Technique,Sophie,4
Technique,Martin,4
Technique,Message,1
Technique,Vraiment,2
Technique,Recrutement,1
Technique,Toujours,5
Technique,Payer,1
Technique,Malheureusement,3
Technique,Leroy,2
Technique,Problèmes,1
Technique,Rdv,1
Technique,Enfin,1
Technique,Heureusement,4
Technique,Camille,1
Technique,Sur,2
Technique,Saintes,1
Technique,Ça,4
Technique,Ne,1
Technique,Perpignan,1
Technique,Délai,2
Technique,Mauvais,14
Technique,Que,1
Technique,Association,1
Technique,Choisir,1
Technique,Difficile,1
Technique,Scandaleux,2
Technique,Canal,1
Technique,Amazon,1
Technique,Factuellement,1
Technique,Abonné,1
Technique,Faudra,1
Technique,Blu,1
Technique,Prime,1
Technique,Explication,1
Technique,Lefèvre,1
Technique,Identifiant,3
Technique,Mai,1
Technique,Personne,3
Technique,Léo,1
Technique,Médiateur,1
Technique,Révolution,2
Technique,Tant,1
Technique,Lefebvre,1
Technique,Bravo,3
Technique,Réactivité,1
Technique,Versailles,1
Technique,Béotien,1
Technique,Explications,1
Technique,Réactif,1
Technique,Cyprien,1
Technique,Avenue,4
Technique,Saint,1
Technique,Champs,4
Technique,Aujourd,6
Technique,Roannais,1
Technique,Loire,1
Technique,Enedis,1
Technique,État,1
Technique,Avant,1
Technique,Lors,1
Technique,Madame,2
Technique,Dysfonctionnement,1
Technique,Objet,1
Technique,Réclamation,2
Technique,Clara,1
Technique,Pop,1
Technique,France,1
Technique,Moreau,2
Technique,Délais,1
Technique,Étant,2
Technique,Lorsque,1
Technique,Ravie,1
Technique,Sauf,1
Technique,Oph,1
Technique,Conseillère,2
Technique,Efficacité,1
Technique,Bonsoir,1
Technique,Coupure,1
Technique,Comme,4
Technique,Chef,1
Technique,Rappel,1
Technique,Delai,1
Technique,Novoe,1
Technique,Parfait,3
Technique,Avis,2
Technique,Manque,1
Technique,Revolution,1
Technique,Dieu,1
