source,target,weight
Problème,Perturbations,1
Problème,Changement,4
Problème,Déjà,9
Problème,Accueil,11
Problème,Faites,2
Problème,Crystal,1
Problème,Alloune,1
Problème,Maligne,1
Problème,Cent,2
Problème,Zakki,1
Problème,Samedi,3
Problème,Pourriez,2
Problème,Ozone,1
Problème,Ah,2
Problème,Lefèvre,4
Problème,Puisque,2
Problème,Chaque,6
Problème,Paris,17
Problème,Être,3
Problème,Inadmissible,6
Problème,Compensation,1
Problème,Est,8
Problème,Rebreuve,1
Problème,Ranchicourt,1
Problème,Jusque,1
Problème,Abonnés,1
Problème,Nul,3
Problème,Mille,4
Problème,Agréable,3
Problème,Respect,2
Problème,Lunel,3
Problème,Continuer,3
Problème,Déconnexion,1
Problème,Récupération,1
Problème,Niçois,1
Problème,Professionnels,1
Problème,Proximité,1
Problème,Uniquement,1
Problème,Idem,2
Problème,Dernier,1
Problème,Exemple,4
Problème,Banque,2
Problème,Postale,2
Problème,Mauvaise,1
Problème,Malheureusement,30
Problème,Agréablement,1
Problème,Toulon,1
Problème,Erreur,3
Problème,Décodeur,1
Problème,Strasbourg,3
Problème,Bernard,2
Problème,Michel,2
Problème,Perlo,1
Problème,Oqee,3
Problème,Mars,1
Problème,Mr,9
Problème,Ensemble,2
Problème,Voir,1
Problème,Étienne,3
Problème,Saint,13
Problème,Septembre,1
Problème,Recommander,1
Problème,Ravie,2
Problème,Français,1
Problème,Rendez,5
Problème,France,14
Problème,Télécom,4
Problème,Aurait,1
Problème,Bois,1
Problème,Nos,4
Problème,Sachant,5
Problème,Meudon,1
Problème,Sympathique,1
Problème,Normalement,2
Problème,Hors,4
Problème,Remboursement,1
Problème,Sécurité,2
Problème,Essentiel,1
Problème,Opératrice,4
Problème,Sauf,4
Problème,Répondait,1
Problème,Replay,1
Problème,Espérons,3
Problème,Bêtise,1
Problème,Artificielle,1
Problème,Demande,3
Problème,Résoudre,2
Problème,Belle,4
Problème,Avez,2
Problème,Marne,2
Problème,Épine,1
Problème,Thiais,1
Problème,Parfois,2
Problème,Val,1
Problème,Attente,3
Problème,Exactement,1
Problème,Allées,1
Problème,Deux,4
Problème,Jade,1
Problème,Nouvellement,1
Problème,Incompréhensible,3
Problème,Numéro,1
Problème,Claire,2
Problème,Excellente,8
Problème,Lecture,1
Problème,Jaude,1
Problème,Expérience,2
Problème,Impatiente,1
Problème,Ferrand,4
Problème,Clermont,4
Problème,Centrale,1
Problème,Compte,1
Problème,Envoyez,1
Problème,Fuyez,1
Problème,Louise,1
Problème,Félicitations,7
Problème,Coupures,1
Problème,Christophe,1
Problème,Grâce,9
Problème,Rapidement,1
Problème,Android,4
Problème,Enedis,2
Problème,Marseille,3
Problème,Regarder,1
Problème,Soi,2
Problème,Moi,6
Problème,Menace,1
Problème,Perte,2
Problème,Pendant,7
Problème,Nota,1
Problème,Quels,2
Problème,Rabah,1
Problème,Espérant,1
Problème,Surprenant,1
Problème,Bientôt,2
Problème,Difficile,10
Problème,Loic,1
Problème,Clarté,1
Problème,Lille,3
Problème,Ne,18
Problème,Smartphone,1
Problème,Message,2
Problème,Difficulté,2
Problème,Fonctionnement,2
Problème,Recrutement,1
Problème,Satisfaction,2
Problème,Écran,1
Problème,Enchange,1
Problème,Fx,1
Problème,Prexi,1
Problème,Intervention,3
Problème,Autrement,1
Problème,Vendredi,1
Problème,Soit,4
Problème,Départ,1
Problème,Sosh,3
Problème,Marcel,2
Problème,Cordiales,1
Problème,Courriel,1
Problème,Revenir,1
Problème,Accès,1
Problème,Chose,3
Problème,Saintes,1
Problème,Clichy,1
Problème,Delai,2
Problème,Faire,3
Problème,Signalisation,1
Problème,Nouveaux,1
Problème,Pass,2
Problème,Nexecur,1
Problème,Crédit,1
Problème,Agricole,1
Problème,Certes,3
Problème,Placement,1
Problème,Boulanger,1
Problème,Mieux,1
Problème,Devialet,1
Problème,Remerciement,1
Problème,Outlook,5
Problème,Telecom,1
Problème,Franck,1
Problème,Perpignan,2
Problème,Travail,1
Problème,Clara,1
Problème,Abuse,1
Problème,Gmail,2
Problème,Association,1
Problème,Choisir,1
Problème,Vue,2
Problème,Frissons,1
Problème,Extrêmes,1
Problème,Probablement,1
Problème,Incident,1
Problème,Factuellement,1
Problème,Abonné,2
Problème,Faudra,1
Problème,Clients,2
Problème,Bondoufle,1
Problème,Mainvilliers,1
Problème,Marguerite,1
Problème,Chaubet,1
Problème,Ps,3
Problème,Identifiant,2
Problème,Gabriel,1
Problème,Médiateur,2
Problème,Impression,1
Problème,Manon,2
Problème,Se,2
Problème,Maurienne,1
Problème,Ecoutée,1
Problème,Attitude,2
Problème,Nantes,2
Problème,Noël,2
Problème,Dois,4
Problème,Airbnb,2
Problème,Grace,1
Problème,Interlocutrice,8
Problème,Dites,1
Problème,Installer,1
Problème,Ainsi,4
Problème,Kids,1
Problème,Windows,1
Problème,Professionnel,1
Problème,Disponible,1
Problème,Résolu,2
Problème,Proxis,1
Problème,Tant,2
Problème,Simplement,1
Problème,Pêcher,1
Problème,Incidemment,1
Problème,Bah,1
Problème,Aurais,1
Problème,Mépris,1
Problème,Rétablissement,1
Problème,Chez,3
Problème,Reprise,2
Problème,Merciii,2
Problème,Opérateur,3
Problème,Finition,1
Problème,Tarn,2
Problème,Cyprien,1
Problème,Plug,1
Problème,Lucas,2
Problème,Premium,2
Problème,Hélas,3
Problème,Echabmnge,1
Problème,Trouver,1
Problème,Aller,2
Problème,Visiblement,2
Problème,Fred,1
Problème,Ni,1
Problème,Sarah,1
Problème,Katim,1
Problème,Son,4
Problème,Pourvu,1
Problème,Refus,2
Problème,Quoi,1
Problème,Dernièrement,2
Problème,Dossier,1
Problème,Sous,2
Problème,Tel,1
Problème,Webmail,1
Problème,Sentiment,1
Problème,Obligé,4
Problème,Plein,1
Problème,Délais,2
Problème,Optique,1
Problème,Situation,2
Problème,Mot,1
Problème,Aimable,1
Problème,Google,4
Problème,Chacun,1
Problème,Tiscali,1
Problème,Relay,1
Problème,Compréhensive,1
Problème,Me,2
Problème,Certaines,2
Problème,Screenshot,1
Problème,Honnêtement,2
Problème,Repense,1
Problème,Novembre,1
Problème,Seconde,1
Problème,Donnez,2
Problème,Lynki,1
Problème,Interaction,1
Problème,Frer,1
Problème,Etre,2
Problème,Aidez,2
Problème,Ton,1
Problème,Femme,1
Problème,Vrai,1
Problème,Débranchement,1
Problème,Réparation,1
Problème,Creil,1
Problème,Oise,1
Problème,Freeass,1
Problème,Betz,1
Problème,Bordeaux,2
Problème,Narbonne,1
Problème,Absolument,2
Problème,Ligne,1
Problème,Également,1
Problème,Pau,1
Problème,Suivi,3
Problème,Amabilité,2
Problème,Doit,1
Problème,Bons,1
Problème,Chine,1
Problème,Finissons,1
Problème,Dès,4
Problème,Incroyable,2
Problème,Regrette,1
Problème,Marwane,1
Problème,Nickel,1
Problème,Didier,1
Problème,Recevoir,2
Problème,Fin,2
Problème,Ont,2
Problème,Effectivement,5
Problème,Or,6
Problème,Coupure,2
Problème,Envoi,1
Problème,Egal,1
Problème,Niort,1
Problème,Mini,1
Problème,Maman,1
Problème,Conseillé,6
Problème,Prénom,1
Problème,Nom,1
Problème,Dur,1
Problème,Apprenez,1
Problème,Nation,1
Problème,Grosse,1
Problème,Remercier,2
Problème,Patrick,1
Problème,Chamsedine,1
Problème,Trois,3
Problème,Défilement,1
Problème,Plutôt,1
Problème,Insupportable,2
Problème,Stéphane,1
Problème,Explications,6
Problème,Océane,1
Problème,Xème,1
Problème,Roubaix,1
Problème,Attends,1
Problème,Estaque,2
Problème,Lyon,1
Problème,République,1
Problème,Lemoine,3
Problème,Vive,1
Problème,Apple,8
Problème,Claudine,3
Problème,Romain,1
Problème,Go,5
Problème,Rappel,2
Problème,Lui,1
Problème,Catastrophiques,1
Problème,Mis,1
Problème,Compétence,1
Problème,Attendu,1
Problème,Habitant,1
Problème,Carré,1
Problème,Sénat,1
Problème,Novoe,1
Problème,Firmware,1
Problème,Moyennement,1
Problème,Dieu,2
Problème,Navrant,1
Problème,Jeedom,1
Problème,Stop,1
Problème,Émilie,5
Problème,Serait,2
Problème,Identification,1
Problème,Équipes,1
Problème,Quelles,1
Problème,Soyez,1
Problème,Prochain,2
Problème,Seulement,2
Problème,Excellents,1
Problème,Clair,4
Problème,Chambourcy,1
Problème,Impossibilité,3
Problème,Civile,1
Problème,Malik,2
Problème,Dame,3
Problème,Dernière,2
Problème,Herblain,1
Problème,Atlantis,1
Problème,Adorable,1
Problème,Assistant,1
Problème,Mercii,1
Problème,Air,1
Problème,Réunion,3
Problème,Métropole,2
Problème,Hacking,1
Problème,Lon,1
Problème,Devrait,1
Problème,Roi,1
Problème,Villeneuve,1
Problème,Vouloir,1
Problème,Changer,1
Problème,Incr,1
Problème,Rencontrant,1
Problème,Reliphone,1
Problème,Royaume,1
Problème,Uni,1
Problème,Martinique,2
Problème,Antilles,1
Problème,Bjr,4
Problème,Villejuif,1
Problème,Île,1
Problème,Quid,1
Problème,Prestation,1
Problème,Épagny,1
Problème,Annecy,1
Problème,Prendre,1
Problème,Éviter,1
Problème,Vecchio,1
Problème,Porto,1
Problème,Inacceptable,1
Problème,Mail,1
Problème,Respectueusement,1
Problème,Désolant,1
Problème,Brigitte,1
Problème,Clémentine,1
Problème,Poli,1
Problème,Besoin,1
Problème,Cet,2
Problème,Mises,1
Problème,Versailles,2
Problème,Pitié,1
Problème,Unis,2
Problème,États,2
Problème,Pris,1
Problème,Sim,4
Problème,Puteaux,1
Problème,Maria,1
Problème,Empathie,1
Problème,Marrakech,1
Problème,Tjr,1
Problème,Affaire,1
Problème,Conseil,2
Problème,Bélize,1
Problème,Contacts,1
Problème,Point,1
Problème,Techniquement,1
Problème,Sa,3
Problème,Belgique,2
Problème,Honteux,4
Problème,Brie,1
Problème,Tournan,1
Problème,Edge,1
Problème,Premier,2
Problème,Conversation,1
Problème,Commander,1
Problème,Flex,1
Problème,Leroux,1
Problème,Difficultés,1
Problème,Payet,1
Problème,Vingt,1
Problème,Joseph,1
Problème,Adresse,1
Problème,Quatre,1
Problème,Vivement,1
Problème,Just,1
Problème,Accompagnement,1
Problème,Leila,1
Problème,Cumulant,1
Problème,Suisse,1
Problème,Nazaire,1
Problème,Instagram,1
Problème,Bellecour,1
Problème,Part,1
Problème,Manière,1
Problème,Galère,1
Problème,Reviens,1
Problème,Transpilote,1
Problème,Dire,1
Problème,Carte,4
Problème,Parti,1
Problème,Visa,1
Problème,Arrivée,1
Problème,Trans,1
Problème,Courtoise,2
Problème,Problématique,2
Problème,Honte,1
Problème,Avis,1
Problème,Orienté,1
Problème,Montils,1
Problème,Contact,2
Problème,Données,1
Problème,Eh,1
Problème,Sera,1
Problème,Énormes,1
Problème,Risible,1
Problème,Haguenau,1
Problème,Brumath,1
Problème,Florian,1
Problème,Vitesse,4
Problème,Espagne,3
Problème,Galerie,1
Problème,Dijon,1
Problème,Avons,1
Problème,Carrefour,4
Problème,Mont,1
Problème,Chaussettes,1
Problème,Raison,1
Problème,Facile,1
Problème,Grand,5
Problème,Noisy,2
Problème,Arcades,1
Problème,Ferrière,1
Problème,Ozoir,1
Problème,Petit,1
Problème,Tunisie,1
Problème,Interlocuteurs,1
Problème,Aubagne,2
Problème,Peur,1
Problème,Brieuc,1
Problème,Dinan,1
Problème,Rennes,1
Problème,Malo,1
Problème,Raleurs,1
Problème,Gardez,1
Problème,Analyse,1
Problème,Interface,1
Problème,Regardez,1
Problème,Massy,1
Problème,Répondu,1
Problème,Communication,3
Problème,Dsl,1
Problème,Passez,1
Problème,Bougez,1
Problème,Signé,1
Problème,Expert,1
Problème,Seuls,1
Problème,Gardiole,1
Problème,Hérault,1
Problème,Vic,1
Problème,Italie,4
Problème,Allons,1
Problème,Voyage,1
Problème,Coral,1
Problème,Nonobstant,1
Problème,Galaxy,2
Problème,Toulouse,1
Problème,Blagnac,1
Problème,Efficacité,1
Problème,Europe,1
Problème,Mexique,1
Problème,Vincent,1
Problème,Obligation,1
Problème,Mixe,1
Problème,Lit,1
Problème,Albert,1
Problème,Mécontentement,1
Problème,Payé,2
Problème,Incapable,3
Problème,Cerise,1
Problème,Évreux,2
Problème,Était,1
Problème,Finie,1
Problème,Grèce,1
Problème,Albanie,2
Problème,Cdl,1
Problème,Conseillant,1
Problème,Hé,1
Problème,Travaux,1
Problème,Baule,1
Problème,Troisième,1
Problème,Montevrain,1
Problème,Contacter,1
Problème,Matthieu,1
Problème,Redmi,2
Problème,Passe,1
Problème,Mardi,1
Problème,Conseillères,2
Problème,Jonathan,1
Problème,Déçue,2
Problème,Montrouge,1
Problème,Attentive,1
Problème,Ormesson,1
Problème,Recommandé,1
Problème,Montesson,1
Problème,Margaux,1
Problème,Flot,1
Problème,Maureen,1
Problème,Crosscall,1
Problème,Prépayé,1
Problème,Hollande,1
Problème,Nevers,1
Problème,Contente,1
Problème,Boost,1
Problème,Premièrement,1
Problème,Salutation,1
Problème,Vendeuse,1
Problème,Montbéliard,1
Problème,Huawei,1
Problème,Passer,1
Problème,Carole,1
Problème,Resté,1
Problème,Règlez,1
Problème,Petite,1
Problème,Nombreux,1
Problème,Parfaitement,1
Problème,Auxerre,1
Problème,Commercialement,1
Problème,Première,1
Problème,Secure,1
Problème,Lefevre,1
Problème,Mettez,1
Problème,Ave,1
Problème,Béthune,1
Problème,Devant,1
Problème,Félix,1
Problème,Déplorable,1
Problème,Capacité,1
Problème,Fallait,1
Problème,Qqu,1
Problème,Caux,1
Problème,Fauville,1
Problème,Roanne,1
Problème,Styve,1
Problème,Chloé,1
Problème,Sûrement,1
Problème,Égypte,1
Problème,Châtelet,1
Problème,Halles,1
Problème,Punk,1
Problème,Source,1
Problème,Guyane,3
Problème,Angoulême,1
Problème,Cognac,1
Problème,Mohamed,1
Problème,Isle,1
Problème,Adam,1
Problème,Prado,1
Problème,Cabries,1
Problème,Nouvel,1
Problème,Chromecast,1
Problème,Noyelles,1
Problème,Godault,1
Problème,Savoie,1
Problème,Bicêtre,1
Problème,Kremlin,1
Problème,Yann,2
Problème,Axione,1
Problème,Elles,2
Problème,Bayonne,1
Problème,Facturation,1
Problème,Autres,1
Problème,Port,1
Problème,Vieux,1
Problème,Japon,1
Problème,Gap,1
Problème,Entretien,1
Problème,Pro,1
Problème,Voire,1
Problème,Procès,1
Problème,Reply,1
Problème,Timer,1
Problème,No,1
Problème,Passé,1
Problème,Center,1
Problème,Cesson,1
Problème,Sévigné,1
Problème,Crau,1
Problème,Boutique,1
Problème,Paiement,1
Problème,Rif,1
Problème,Désormais,1
Problème,Malencontreusement,1
Problème,Pareil,1
Problème,Finlande,1
Problème,Seine,1
Problème,Neuilly,1
Problème,Arn,1
Problème,Pont,1
Problème,Charleville,1
Problème,Mézières,1
Problème,Placer,1
Problème,Remarque,1
Problème,Compréhensifs,1
Problème,Cayenne,1
Problème,Maroni,1
Problème,Suriname,1
Problème,Européen,1
Problème,Horrible,1
Problème,Argenteuil,1
Problème,Insatisfait,1
Problème,Nuuuul,1
Problème,Nexfix,1
Problème,Déménagement,1
Problème,Sce,1
Problème,Voici,1
Problème,Nouvelle,1
Problème,Cartoradio,1
Problème,Serving,1
Problème,Starling,1
Problème,Cergy,1
Problème,Sincères,1
Problème,Farah,1
Problème,Israël,1
Problème,Philippines,1
Problème,Montigny,1
Problème,Bretonneux,1
Problème,Rémy,1
Problème,Arrivé,1
Problème,Provence,1
Problème,Vaucluse,1
Problème,Maroc,1
Problème,New,1
Problème,York,1
Problème,Quelques,1
Problème,Benali,1
Problème,Caraïbes,1
Problème,Brésil,1
Problème,Acceuil,1
Problème,Ingérable,1
Problème,Mine,1
Problème,Désespérant,1
Problème,Régulièrement,1
Problème,Normal,1
Problème,Retrouvé,1
Problème,Ai,1
Problème,Remontée,1
Problème,Fait,1
Problème,Été,1
Problème,Vite,1
Problème,Techniques,1
Problème,Envoyé,1
Problème,Affichant,1
Problème,Soirée,1
Problème,Corse,1
Problème,Xiaomi,1
Problème,Maghreb,1
Problème,Chambéry,1
Problème,Transmission,1
Problème,Recherche,1
Problème,Voulez,1
Problème,Taper,1
Problème,Chênes,1
Problème,Remplacez,1
Problème,Disant,1
Problème,Sénégal,1
Problème,Pire,1
Problème,Freenox,1
Problème,Auriez,1
Problème,Plougasnou,1
Problème,Diben,1
Problème,Milles,1
Problème,Mercis,1
Problème,Compliqué,1
Problème,Euh,1
Problème,Caisse,1
Problème,Épargne,1
Problème,Obsolescence,1
Problème,Désolée,1
Problème,Exceptionnel,1
Problème,Indication,1
Problème,Gers,1
Problème,Libourne,1
Problème,Nancy,1
Malgré,Canal,1
Malgré,Et,2
Malgré,Pour,1
Malgré,Qualité,6
Malgré,Réseau,12
Malgré,Commercial,8
Malgré,Un,5
Malgré,En,5
Malgré,Dommage,3
Malgré,Agent,4
Malgré,Prix,2
Malgré,Télécom,1
Malgré,Hier,1
Malgré,Avenue,5
Malgré,Paix,4
Malgré,Rue,4
Malgré,Solution,18
Malgré,Champs,5
Malgré,Mauvais,4
Malgré,Correct,9
Malgré,Bug,1
Malgré,Connect,1
Malgré,Lodève,1
Malgré,Dans,2
Malgré,Saint,1
Malgré,Facture,6
Malgré,Félix,1
Malgré,Madame,1
Malgré,Considérant,1
Malgré,Sophie,4
Malgré,Martin,3
Malgré,Montpellier,1
Malgré,Appel,25
Malgré,Assez,2
Malgré,Cordialement,6
Malgré,Qui,1
Malgré,Valley,1
Malgré,Mon,4
Malgré,Bravo,1
Malgré,Nice,1
Malgré,Ils,1
Malgré,Pouvez,1
Malgré,Chez,2
Malgré,Comme,3
Malgré,Compte,2
Malgré,Celle,1
Malgré,Élodie,1
Malgré,Sauf,1
Malgré,Ayant,1
Malgré,Inadmissible,1
Malgré,Déjà,1
Malgré,Hormis,2
Malgré,Orange,5
Malgré,Quand,2
Malgré,Bref,2
Malgré,Dubois,2
Malgré,Cessez,1
Malgré,Puntous,1
Malgré,Rendez,1
Malgré,Support,1
Malgré,Grâce,1
Malgré,Au,3
Malgré,On,1
Malgré,Délai,1
Malgré,Nous,4
Malgré,Moreau,2
Malgré,Tant,2
Malgré,Peut,1
Malgré,Impossible,1
Malgré,Hors,1
Malgré,Toujours,1
Malgré,Malheureusement,1
Malgré,Première,1
Malgré,Se,1
Malgré,Windows,1
Malgré,Julien,6
Malgré,Aussi,1
Malgré,Max,1
Malgré,Vraiment,1
Malgré,Box,3
Malgré,Télé,1
Malgré,Faut,1
Malgré,Jean,2
Malgré,Depuis,2
Malgré,Dernièrement,1
Malgré,Déconnexion,1
Malgré,Lassé,1
Malgré,Bien,1
Malgré,Ma,1
Malgré,Pierre,2
Malgré,Leroy,2
Malgré,Paris,1
Malgré,Doit,1
Malgré,Or,1
Malgré,Ce,4
Malgré,Lors,1
Malgré,Mme,2
Malgré,Sa,1
Malgré,Durant,1
Malgré,Lucas,1
Malgré,Troyes,1
Malgré,Thomas,1
Malgré,Aube,1
Malgré,Proxi,4
Malgré,Lemoine,1
Malgré,Sinon,2
Malgré,Mécontent,6
Malgré,Compétence,1
Malgré,Content,7
Malgré,Notre,1
Malgré,Mise,1
Malgré,Si,4
Malgré,Léa,2
Malgré,Lent,3
Malgré,Europe,1
Malgré,Seuls,1
Malgré,Vous,3
Malgré,France,1
Malgré,Voyage,1
Malgré,Après,3
Malgré,Interlocutrice,1
Malgré,Mobile,1
Malgré,Par,2
Malgré,Finalement,1
Malgré,Apple,1
Malgré,Excellente,1
Malgré,Excellent,1
Malgré,Jusqu,1
Malgré,Network,1
Malgré,Aujourd,1
Malgré,Suresnes,1
Malgré,Bonne,1
Malgré,Matthieu,1
Malgré,Moi,1
Malgré,Théo,1
Malgré,Fluctuant,1
Malgré,Parce,1
Malgré,Voltaire,2
Malgré,Boulevard,2
Malgré,Isle,1
Malgré,Adam,1
Malgré,De,2
Malgré,Une,1
Malgré,Carrefour,1
Malgré,Tous,1
Malgré,Quant,1
Malgré,Camille,1
Malgré,Elle,2
Malgré,Comptant,1
Malgré,Aucune,2
Malgré,Rdv,1
Malgré,Bonsoir,1
Malgré,Chapeau,1
Malgré,Contact,1
Malgré,Go,1
Malgré,Toulouse,1
Malgré,Monsieur,1
Malgré,Commentaire,1
Malgré,Concernant,1
Malgré,Pendant,1
Malgré,Euh,1
Super,Julien,6
Super,Top,3
Super,Vatey,1
Super,Qui,1
Super,Après,1
Super,Maître,1
Super,Gentillesse,1
Super,Appel,11
Super,Lucas,1
Super,Et,2
Super,Agréablement,1
Super,Sophie,2
Super,Support,2
Super,Un,8
Super,Jean,2
Super,Martin,2
Super,Correct,2
Super,Excellent,8
Super,Lent,9
Super,Arras,1
Super,Proxi,3
Super,Au,2
Super,Incident,1
Super,Bravo,6
Super,Ne,1
Super,Réseau,2
Super,En,2
Super,Donc,1
Super,Ça,1
Super,Content,3
Super,De,1
Super,Franchement,1
Super,Honnêtement,1
Super,Bref,1
Super,Disponibles,1
Super,Littoral,1
Super,Quentin,1
Super,Votre,1
Super,Cependant,1
Super,Agent,3
Super,Petite,1
Super,Bien,1
Super,Formez,1
Super,Réponse,2
Super,Professionnel,2
Super,Cordialement,3
Super,Omer,1
Super,Saint,1
Super,Solution,7
Super,Bègles,1
Super,Comme,1
Super,Vous,2
Super,Élodie,1
Super,Assistance,1
Super,Encore,3
Super,Dubois,5
Super,Pierre,2
Super,Si,2
Super,Pouvez,1
Super,Marie,3
Super,Paris,1
Super,Voltaire,1
Super,Boulevard,1
Super,Replay,1
Super,Heureux,1
Super,Mille,1
Super,Aimable,1
Super,Une,2
Super,Alex,1
Super,Continuer,1
Super,Commercial,3
Super,Conseillère,3
Super,Enfin,1
Super,Dès,1
Super,Ma,2
Super,Qualité,2
Super,Nation,1
Super,Dommage,2
Super,Télétravailler,1
Super,Hyper,1
Super,One,1
Super,Accueil,1
Super,Tres,1
Super,Bloquer,1
Super,Parfait,2
Super,Elle,1
Super,Pris,1
Super,Laurent,1
Super,Juliette,1
Super,Contact,1
Super,Samuel,1
Super,Lo,1
Super,Nicolas,1
Super,Grand,1
Super,Léa,2
Super,Mme,1
Super,Efficacité,1
Super,Rapidité,1
Super,Pro,1
Super,Compréhension,2
Super,Mon,1
Super,Grâce,1
Super,Disponible,2
Super,Boxe,1
Super,Toujours,1
Super,Heureusement,1
Super,Bonsoir,1
Super,Thomas,2
Super,Impeccable,1
Super,Antoine,1
Super,Angers,1
Super,Marc,1
Super,Pleinement,1
Super,Champs,1
Super,Avenue,1
Super,Professionnalisme,1
Super,Renseignements,1
Super,Aide,1
Super,Facture,1
Super,National,1
Super,Personne,1
Super,Dieu,1
Super,Pour,1
Super,Trouver,1
Parfait,Ma,2
Parfait,Solution,10
Parfait,Conseillère,4
Parfait,Réactivité,2
Parfait,Inscription,1
Parfait,Paix,1
Parfait,Telecom,1
Parfait,Avenue,2
Parfait,Qualité,1
Parfait,Rue,1
Parfait,Ausmann,1
Parfait,Commercial,1
Parfait,Un,10
Parfait,Champs,2
Parfait,Votre,2
Parfait,Claire,1
Parfait,Bonne,4
Parfait,Hubert,1
Parfait,Parfaitement,1
Parfait,Leroy,2
Parfait,Mr,1
Parfait,Pierre,1
Parfait,Peux,1
Parfait,Si,2
Parfait,Marignane,1
Parfait,Provence,1
Parfait,Haute,1
Parfait,Mon,1
Parfait,Alpes,1
Parfait,Haut,1
Parfait,Thomas,1
Parfait,Jean,3
Parfait,Echanges,1
Parfait,Conseillers,1
Parfait,Efficace,3
Parfait,Appel,13
Parfait,Rapidité,1
Parfait,Cordialement,5
Parfait,Intervenant,1
Parfait,Personnel,2
Parfait,Luc,2
Parfait,Réponse,3
Parfait,Perpignan,1
Parfait,Alzheimer,1
Parfait,Tant,1
Parfait,Toutes,1
Parfait,De,2
Parfait,Agréable,1
Parfait,Simple,1
Parfait,Dubois,4
Parfait,Marie,3
Parfait,Reactif,1
Parfait,Julien,7
Parfait,Binôme,1
Parfait,Une,1
Parfait,En,2
Parfait,Dépannage,1
Parfait,Bravo,5
Parfait,Conseillé,1
Parfait,Fait,1
Parfait,Interlocutrice,2
Parfait,Freebax,1
Parfait,Freemobile,1
Parfait,Comme,1
Parfait,Échange,2
Parfait,Joeffrey,1
Parfait,Christine,1
Parfait,Franchement,2
Parfait,Ne,2
Parfait,Malik,1
Parfait,Créteil,1
Parfait,Dommage,1
Parfait,Soleil,1
Parfait,Proxi,1
Parfait,Réseau,2
Parfait,Réactif,1
Parfait,Hélas,1
Parfait,Donc,1
Parfait,Excellent,2
Parfait,Lent,2
Parfait,Résolution,1
Parfait,Professionnalisme,1
Parfait,Ras,1
Parfait,Android,1
Parfait,Enfin,1
Parfait,Mme,1
Parfait,Ponctualité,1
Parfait,Diagnostic,1
Parfait,Explications,1
Parfait,Suite,2
Parfait,Prochain,1
Parfait,Seulement,1
Parfait,Bref,1
Parfait,Nous,1
Parfait,Facture,1
Parfait,Rapidement,1
Parfait,Personne,3
Parfait,Top,2
Parfait,Bjr,1
Parfait,Calme,1
Parfait,Interlocuteur,2
Parfait,Impeccable,1
Parfait,Madame,1
Parfait,Elle,2
Parfait,Intervenante,1
Parfait,Élodie,1
Parfait,Redire,1
Parfait,Échanges,1
Parfait,Aucune,1
Parfait,Milles,1
Parfait,Entretien,1
Parfait,Toujours,1
Parfait,Aide,1
Parfait,Lucas,1
Parfait,Atreyü,1
Parfait,Ce,1
Parfait,Même,1
Parfait,Maintenant,1
Parfait,Sophie,2
Parfait,Ps,1
Parfait,Moreau,1
Parfait,Melle,1
Parfait,Conseil,1
Parfait,Faudra,1
Parfait,Félicitations,1
Parfait,Poli,1
Parfait,Monsieur,1
Parfait,Compétent,1
Parfait,Écoute,1
Solution,Avec,3
Solution,Quelle,4
Solution,Coupure,2
Solution,Une,30
Solution,Apparemment,5
Solution,Jusqu,2
Solution,Durant,1
Solution,Toujours,22
Solution,Impeccable,3
Solution,Réactivité,2
Solution,Canal,2
Solution,Aucun,18
Solution,Donc,18
Solution,En,57
Solution,Mon,36
Solution,Cette,13
Solution,Et,46
Solution,Par,30
Solution,Cordialement,51
Solution,Proxi,9
Solution,Commercial,52
Solution,Malheureusement,15
Solution,Élodie,18
Solution,Ma,19
Solution,Heureusement,7
Solution,Orange,18
Solution,Visiblement,2
Solution,Aucune,72
Solution,Qualité,32
Solution,Content,33
Solution,Cependant,9
Solution,Mécontent,17
Solution,Au,22
Solution,Vraiment,14
Solution,Camille,2
Solution,Léa,18
Solution,Julien,34
Solution,Incident,2
Solution,Proxy,4
Solution,Infra,1
Solution,Support,15
Solution,Indique,1
Solution,Toutefois,6
Solution,Appel,175
Solution,Petit,1
Solution,Bravo,28
Solution,Arnaud,1
Solution,Celui,2
Solution,Vous,36
Solution,Ce,32
Solution,Pour,29
Solution,Rester,1
Solution,Durée,1
Solution,Étant,3
Solution,Bluetooth,1
Solution,Bien,14
Solution,Quel,6
Solution,Prenez,1
Solution,Ses,1
Solution,Explication,2
Solution,Après,36
Solution,Wifi,1
Solution,Des,13
Solution,Émilie,1
Solution,Sophie,17
Solution,Réponse,15
Solution,Un,43
Solution,Revolution,1
Solution,Player,1
Solution,Avant,3
Solution,Disney,1
Solution,Leur,1
Solution,Solutions,3
Solution,Parce,2
Solution,Peut,3
Solution,Sfr,1
Solution,Box,9
Solution,Votre,20
Solution,Lent,29
Solution,Excellent,18
Solution,Wallid,1
Solution,Lorsque,10
Solution,Belle,2
Solution,Marie,15
Solution,Dubois,14
Solution,Toute,1
Solution,Top,4
Solution,Agent,13
Solution,Réseau,63
Solution,Seule,3
Solution,Vos,7
Solution,Mauvais,22
Solution,On,46
Solution,Ormis,1
Solution,Reef,4
Solution,Strasbourg,5
Solution,Si,29
Solution,Comprenez,1
Solution,Audrey,1
Solution,Casablanca,1
Solution,François,1
Solution,Charlène,1
Solution,Nous,35
